text,happiness,surprise,disgust,anger,neutral
i am now nearly finished the week detox and i feel amazing,1,1,0,0,0
i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,0,0,0,1,0
i know the pain parents feel when an enraged child becomes violent,0,0,1,1,0
i was feeling brave when i bought it and clearly when i was doing my makeup,1,0,0,0,0
i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,1,0,0,0,0
i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,1,0,0,0,0
i think feelings are one of nay the most important things we have,1,0,0,0,1
i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,1,0,0,0,0
i feel angered and firey,0,0,0,1,0
i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,0,0,1,1,0
i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,0,1,0,1,0
i remember feeling so hellip furious with the shooter,0,0,0,1,0
i feel very happy and excited since i learned so many things,1,0,0,0,0
i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,1,0,0,0,0
i only have a couple of things left to make and at the start of december i am done and feeling smug,1,0,0,0,0
i think about how u could make me feel and realize that everything will be ok,1,0,0,0,0
im feeling bitter today my mood has been strange the entire day so i guess its that,0,0,0,1,0
i am letting go of the animosity that is towards anyone that i feel has wronged me,0,0,0,1,0
im starting to feel wryly amused at the banal comedy of errors my life is turning into,1,0,0,0,0
i find every body beautiful and only want people to feel vital in their bodies,1,0,0,0,0
i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,0,0,0,1,0
i alba i feel good and im fitting in,1,0,0,0,0
i feel excited about what im doing again i feel like i have a ton of catching up to do,1,0,0,0,0
i also know how good it feels to look back and see that i honored my word and that helps from the start,1,0,0,0,0
i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,1,0,0,0,0
i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,1,0,0,0,0
i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,1,0,0,0,0
finding out that i am not ill not seriously,1,1,0,0,0
i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,1,0,0,0,0
i am feeling all useful,1,0,0,0,0
i dance i should feel pretty,1,0,0,0,0
i workout every morning before and feel fabulous for it,1,0,0,0,0
i was feeling fabulous until friday morning when i started to get these awful cramps at work,1,0,0,0,0
i feel honoured to have been able to call them friends to share their brotherhood,1,0,0,0,0
i feel they are pretty safe on my blog img src http s,1,0,0,0,0
i feel pretty eager to get it done as i have a fun plan for quilting it,1,0,0,0,0
i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,0,1,0,0,0
i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,1,1,0,0,0
i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day,1,0,0,0,0
i was still feeling strong,1,0,0,0,0
i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,1,0,0,0,0
i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,0,0,0,1,0
i clench to the corners of the bed to feel assured,1,0,0,0,0
i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,0,0,0,1,0
i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,0,0,0,1,0
i might go get a car wash if i am feeling really generous my car needs it,1,0,0,0,0
i just feel really violent right now,0,0,0,1,0
i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,1,0,0,0,0
i started feeling funny and then friday i woke up sick as a dog,0,1,0,0,0
i feel disgusted to even be associated with this woman by my race and nationality,0,0,1,1,0
i laughed then bitterly again but i wasnt feeling bitter,0,0,0,1,0
i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,1,0,0,0,0
i still feel it does the genre a disservice when stories are resolved artifically,1,0,0,0,0
i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,1,0,0,1,0
im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,0,1,0,0,0
im sorry that there wasnt more humor in this post but im not feeling all that funny,0,1,0,0,0
i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,1,0,0,0,0
i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,0,0,0,1,0
im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,1,0,0,1,0
i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,0,0,0,1,0
i have a feeling my view isnt going to be very popular and thats fine,1,0,0,0,0
i want to hold this feeling of shocked awe and wonder forever,0,1,0,0,0
i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,1,0,0,0,0
i know there are days in which you feel distracted,0,0,0,1,0
i use it regularly with relaxing music and always feel invigorated afterward,1,0,0,0,0
im feeling distracted i tend to practice with my eyes shut as much as possible,0,0,0,1,0
i feel like its perfect a w see youtube has its influences i even know trends,1,0,0,0,0
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,1,0,0,0,0
i hope to feel a bit more creative again soon and miss its presence in my life blog,1,0,0,0,0
i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,0,1,0,0,0
i begin to feel complacent with my life here,1,0,0,0,0
i remember feeling inspired and thinking that it was a fine example of parenting,1,0,0,0,0
i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,1,0,0,0,0
im there i simply feel contented,1,0,0,0,0
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,1,0,0,0,1
i feel honored by it,1,0,0,0,0
i was feeling an act of god at work in my life and it was an amazing feeling,1,1,0,0,0
i feel im like a bird flying in the air in a very carefree manner,1,0,0,0,0
i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,0,0,0,1,0
i feel that educating families and supporting and educationg mamas and papas is key,1,0,0,0,0
im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,0,0,0,1,0
i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,1,0,0,0,0
i feel like i talented young man i don t feel talented then i don t to work with,1,0,0,0,0
i feel curious about all this things around,0,1,0,0,0
i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy,1,0,0,0,0
i feel pretty mellow so far about whatever healing wounding process may be getting underway,1,0,0,0,1
id kick myself into gear but i just feel irritable with no motivation what so ever,0,0,0,1,0
i feel as a child innocent feelings illustrating a,1,0,0,0,0
i will start to feel resentful,0,0,0,1,0
i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,0,1,0,0,0
i feel so fucked like everyday of my life,0,0,1,1,0
ive worked really hard all year to try to make each child in the class feel like they are valued,1,0,0,0,0
i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,0,0,0,1,0
i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,1,0,0,0,1
i don t feel like eggs benedict i ll have something equally delicious,1,0,0,0,0
im feeling my way through and trusting myself,1,0,0,0,0
im feeling inspired by all the summery elements of my favorite past time beach bummin,1,0,0,0,0
i can feel that she smiled i love you even more gorgeous,1,0,0,0,0
i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,1,0,0,0,0
i was feeling over eager and hopped on to the tube to ride the eye of london,1,0,0,0,0
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,0,0,0,1,0
i feel like that s so weird that i had cancer that one time,0,1,0,0,0
i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true,1,0,0,0,0
im feeling cranky,0,0,0,1,0
i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time,1,0,0,0,0
i hope i feel mellow well fed well slept at peace with myself within this external world,1,0,0,0,0
i feel very relaxed and fine,1,0,0,0,0
i go to sleep i feel as if i m giving up precious time to do something else with my life,1,0,0,0,0
i feel like i ve been neglecting my beloved mom blog,1,0,0,0,0
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,1,0,0,0,0
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,0,0,1,1,0
im still paying attention but i feel distracted,0,0,0,1,0
im hesitant to make suggestions because i feel as if the outcome would not be sincere,1,0,0,0,0
i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,1,0,0,1,0
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,1,0,0,0,0
i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,1,0,0,0,0
i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,1,0,0,0,0
i have my own mind and i feel like my mind is dangerous to my life,0,0,0,1,0
i am so festive this feels so delicious wheeeeee what a great night,1,0,0,0,0
i feel like i almost convinced myself this is going to be the pattern,1,0,0,0,0
i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days,0,0,0,1,0
i mainly like to text because i feel like i am so much more clever with the written word rather than the spoken,1,0,0,0,0
i seriouly feel i am not being respected i dont have my privacy i am being ordered around,1,0,0,1,0
i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,1,0,0,0,0
i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,1,0,0,0,0
i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life,1,0,0,0,0
i wonder if this is what master is feeling i am r wanting and eager to please and i am master who could very much enjoy his my attentions but won t because it is wrong as i he has no desire to return his my affections,1,0,0,0,0
im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come,1,0,0,0,0
i do feel a shift in me to being more positive,1,0,0,0,0
i am feeling brave enough,1,0,0,0,0
i feel clever nov,1,0,0,0,0
i always spend more money there than i mean to and feel dissatisfied when i exit the store,0,0,0,1,0
im feeling really quite angry,0,0,0,1,0
i feel to have these amazing people in my life,1,1,0,0,0
i finally left feeling judged and ridiculed because i am intelligent,1,0,0,1,0
i is starting to feel a bit insulted by this stranger,0,0,1,1,0
i see women wearing boots i feel envious that i want to curse them,0,0,0,1,0
i go up to her and i say feeling very impressed with myself youre naomi klein right,0,1,0,0,0
i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,1,0,0,0,0
i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,0,0,0,1,0
i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,1,0,0,0,0
im feeling font friendly,1,0,0,0,0
i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,1,0,0,0,0
i started feeling hostile and i am checking my hemorrhoids,0,0,0,1,0
i love wearing new shoes i just feel so glamourous and when i get a pair of designer shoes i love the box and all the trimmings that come with them,1,0,0,0,0
i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,1,0,0,0,0
im feeling far more mellow than normal,1,0,0,0,0
i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,1,0,1,0,0
i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,1,0,0,0,0
im feeling lucky width li style border px list style outside margin px px,1,0,0,0,0
i woke up feeling confident and watched the bodypump dvd to gather some coaching tips and compulsory cues,1,0,0,0,0
i am beginning to feel that theres a good chance i might pass,1,0,0,0,0
i feel like i have a little more control and can help sweet pea better if i know what is ahead,1,0,0,0,0
i feel like i m on the receiving end of a violent attack,0,0,0,1,0
i feel it is worthwhile to document it for people who are not familiar with batch files,1,0,0,0,0
i and i are feeling especially thankful for so many small blessings in our life right now,1,0,0,0,0
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,1,0,0,0,0
i feel a bit funny actually,0,1,0,0,0
i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,1,0,0,0,0
i am feeling is also a blossoming eager anxiety,1,0,0,0,0
i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,0,1,0,0,0
im not feeling the outfit but the heels are gorgeous,1,1,0,0,0
i feel that the session was useful and gave me tools i need to move forward in my life,1,0,0,0,0
i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,0,0,0,1,0
i feel envious and embarrassed,0,0,0,1,0
i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,0,1,0,0,0
i feel so tranquil right now its great,1,0,0,0,0
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,0,0,0,1,0
i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,1,0,0,0,0
i feel like this insecurity is a good thing when i first started writing i pictured it all,1,0,0,0,0
i should feel complimented or insulted,0,0,0,1,0
i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,0,0,0,1,0
ill get round to it this quarter im feeling hopeful about this one,1,0,0,0,0
i feel absolutely fantastic and i hope baby does too,1,0,0,0,0
i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,1,0,0,0,0
i feel bitter and just honkerblonked off in general,0,0,0,1,0
i have a feeling that your father already convinced him of that,1,0,0,0,0
i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,1,0,0,0,0
i am feeling humorous i put cold callers on hold,1,0,0,0,0
i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,0,1,0,0,0
i feel very privileged but it is also a lot of work,1,0,0,0,0
im pretty happy but a little on the nauseated side to feel thrilled,1,0,0,0,0
i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,0,1,0,0,0
im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,0,0,0,1,0
i feel like im putting an innocent man on death row,1,0,1,1,0
i wasn t sure what else to do to help her feel smart,1,0,0,0,0
i feel is thankful for the lessons i m learning,1,0,0,0,0
i hope you can feel glad that she gave you so many things including memories that you can cherish,1,0,0,0,0
i feel some of my projects are clever and useful enough i figured i would start sharing them on instructables so i wrote my first one this weekend,1,0,0,0,0
i do feel envious of those with kids at certain moments,0,0,0,1,0
im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,0,0,0,1,0
im not scared at all anymore im fine i feel terrific about the surgery,1,0,0,0,0
i honestly am not sure how i feel stunned,0,1,0,0,0
i may or may not have cried when thanking them for making my children feel so special and loved,1,0,0,0,0
i really want to go buy some yardage of art gallery just to play with because it feels so amazing,1,1,0,0,0
i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,1,0,0,0,0
i usually use smaller legos however this year i have a few students with fine motor delays and i want all my students to feel successful,1,0,0,0,0
i get some exercise and feel like im doing something worthwhile in the meantime,1,0,0,0,0
i feel like my life is very rich and fulfilling but i know people look at the way i live and feel some misplaced pity for me,1,0,0,0,0
im feeling happy and well,1,0,0,0,0
i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,1,0,0,0,0
i were feeling energetic so we decided we were going to bike to the rest of the temples,1,0,0,0,0
i am happpy when i get good results in the field of academics or athletics,1,0,0,0,0
id pop out of the chair feeling like i should be doing something more worthwhile,1,0,0,0,0
i was really hoping that theyd get far enough ahead of us that we could feel like we were doing our own navigating so i was delighted when after punching the second control they headed off onto a trail through the woods,1,0,0,0,0
i feel like normally i would be angry because thats what i actually think that i could never be beautiful at my size,0,0,0,1,0
i feel like im more hated than celebrated and i cant wait till the day i can say i made it,0,0,1,1,0
i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,0,1,0,0,0
i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,0,1,0,0,0
i feel very comfortable with this decision,1,0,0,0,0
i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,0,1,0,0,0
i feel rebellious because i don t particularly like watching romcoms but i get the feeling that i may be pretty good at writing them,0,0,0,1,0
i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,1,0,0,0,0
i feel like i should care that im a bit heartless not to,0,0,0,1,0
i feel so honoured to have hosted this series to have such talented a,1,0,0,0,0
i feel after reading allthingsbucks blog which brought tears to my eyes and a lump in my throat and a feeling of not having a worthwhile thing to be upset about that i shouldnt write such a lame blog,1,0,0,0,0
i was feeling determined it didnt take long for me to start nomming on naughty stuff again,1,0,0,0,0
i feel honored to be with many wonderful artists and to display my work for the public to see,1,0,0,0,0
i just remember being so fully stressed out and while i had fun i feel it could have been more lively,1,0,0,0,0
i feel so dazed a href http twitter,0,1,0,0,0
i feel bitchy because i am hurting too,0,0,0,1,0
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,1,0,0,0,0
i feel too selfish to talk about you to anyone else thyroid for i do not want them to think i am just dramatic and whiny when really it is just hard for them to understand that yes someone can look fine and still feel terrible,0,0,0,1,0
i am going to clean the slate by unilaterally forgiving those i feel have wronged me or someone i love intentionally or through carelessness so that i thereby in time can forget the perceived insults and abuses,0,0,0,1,0
i knew it was the holy spirit at work plus it feels divine in the gooooood way like a massage reassuring me,1,0,0,0,0
i feel as though ive reached a point in my career where im highly respected there,1,0,0,0,0
ive had a lot of good days where i feel fabulous and have lots of energy but lately ive also had some bad days where i feel gigantic and slow and clumsy,1,0,0,0,0
i didnt get a wink of sleep that night and continued feeling not so fabulous the next morning,1,0,0,0,0
i feel like you feel this is a mistake but time is fucked up sleep won t take,0,0,0,1,0
i love sliding down on a nice big throbbing cock and feeling what my gorgeous body does to a man,1,0,0,0,0
im definitely feeling festive,1,0,0,0,0
i still feel a little dazed and have that sort of disbelieving feeling of oh my god,0,1,0,0,0
i am feeling super excited as the weeks seem to be flying by and we are getting closer and closer to our due date,1,0,0,0,0
i have turned that page i feel like there is no way of getting back my irresponcible years of carefree college,1,0,0,0,0
i am feeling more energetic more alive happier than i have in a long time,1,0,0,0,0
i feel there are dangerous games or activities,0,0,0,1,0
i feel a world class player in the benzema mould would be fantastic,1,0,0,0,0
i am not working out the amount i would like to i feel like my lifestyle change has been successful so far,1,0,0,0,0
i love the porn industry and i feel satisfied and fulfilled working in it i have to say that it doesn t really bring in the big bucks,1,0,0,0,0
i overhear the victory tune on some geeks ringtone i feel triumphant,1,0,0,0,0
i do feel that they are greedy and money hungry absolutely,0,0,0,1,0
i feel so fucked up now i want to shut myself up,0,0,1,1,0
i feel very passionate about a certain topic i love backing up my position with actual knowledge and facts instead of relying solely on opinions,1,0,0,0,0
i feel surprised by how down it makes me,0,1,0,0,0
i woke up the morning of our hike feeling jubilant,1,0,0,0,0
i feel like a little kid whose mom is proud that they touched the soccer ball once during the game,1,0,0,0,0
i must find a way to accept these limitations until they are older without feeling held back or resentful,0,0,0,1,0
i feel incredibly charmed that i have these people in my life and that i am at such an exciting amazing chapter of things,1,0,0,0,0
i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,0,0,0,1,0
i know those feelings stem from this part of me that is not accepted mainstream more importantly in the communities to which i seek belongingness,1,0,0,0,0
i really like how the special edition really does feel special with songs on it,1,0,0,0,0
im currently feeling way fucked up with the mother tongue paper,0,0,1,1,0
i feel your innocent love,1,0,0,0,0
i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,1,0,0,0,0
i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,1,0,0,0,0
i really lose a lot of my nesting homemaking instinct and desire when i am pregnant and the longer im pregnant the worse it gets though i do get about a month reprieve where i feel creative again around the six month mark and youll notice that is when i did a post for halloween,1,0,0,0,0
i feel as if this opportunity to return to moz is gods gracious gracious way of giving me that heat desire despite my own self doubt and uncertainty in the past,1,0,0,0,0
i feel really lucky to have found you as a resource and have always felt the answers i needed were there for the asking,1,0,0,0,0
i keep running up the hill and fitness wise feel fine but along with my foot my calves are starting to now hurt also as they begin to tire,1,0,0,0,0
i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,1,0,0,0,0
i feel tortured and tragic enough as it is without having any importance or sparkle,0,0,0,1,0
i feel selfish thinking this way but i feel so lonely at times,0,0,0,1,0
i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,0,1,0,0,0
i love comments so feel free to post one,1,0,0,0,0
i truly feel that they do a lot of positive things to help the conditions for the workers and their families kids,1,0,0,0,0
i feel like i have been rather unkind to it,0,0,0,1,0
i do feel a bit obnoxious it is definately the weather,0,0,0,1,0
i says pressing his torso against siwons and bringing their faces close enough that he can feel siwons agitated breath,0,0,0,1,0
i feel hes being very casual with my entire future,1,0,0,0,1
i was still feeling strong but i missed a couple lifts,1,1,0,0,0
i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,1,0,0,0,0
i write him when something big has happened like a fun trip or milestone and other times i just write him to tell him how im feeling about his sweet baby snuggles or growing personality,1,0,0,0,0
i hate the expectation that i must need a man in my life to feel worthwhile or valued,1,0,1,0,0
im afraid im in an environment that makes me feel more relaxed cause,1,0,0,0,0
i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,0,1,0,0,0
i feel a little frustrated an ache of longing has settled into my heart the weariness of life his slipped around my shoulders like an unwelcome friend,0,0,0,1,0
i have been feeling conflicted on whether or not i as a follower of christ should celebrate the ever popular pagan originated modern day holidays,1,0,0,0,0
i was feeling impatient and took pills,0,0,0,1,0
i feel carefree and weightless and yet worried and grounded all at the same time,1,0,0,0,0
i feel he is sincere and repentant for his past opposition to civil rights,1,0,0,0,0
i only have a few things on my list i feel super guilty and can t relax,1,0,0,0,0
i feel like i am really valuable to him,1,0,0,0,0
i feel like my go to emotion is angry,0,0,0,1,0
i is feeling insulted because everyone is comparing sneha with her,0,0,1,1,0
i still wake up every morning feeling so blessed to be here and unable to believe im lucky enough to be able to call this amazing family mine for life,1,0,0,0,0
im feeling every bit the spiteful vindictive bitch i can be at times,0,0,0,1,0
i got a feeling by the look in her eyes that she was sincere,1,0,0,0,0
i feel assured that my mind is not one,1,0,0,0,0
i didn t think that it would come that fast or would come at all but i suppose it is because i feel cranky today,0,1,0,1,0
i have the feeling that im going to be stubborn about it,0,0,0,1,0
i start to feel agitated lacking in patience and just down right cranky,0,0,0,1,0
i know its easy to twist things to create an explanation and im still not sure i have one but it did help me to feel a little less mad,0,0,0,1,0
i am so feeling so rich and yup i know i am so blessed,1,0,0,0,0
i cant believe the moment where i feel the most useful is when im washing the dishes,1,0,0,0,0
i admire athleticism i feel like i would be more entertained if i got to watch severely out of shape people participate in olympic events,1,0,0,0,0
i would hate to be bit imagine if the secretary is feeling irritable that day eh,0,0,0,1,0
i remember feeling amazed,0,1,0,0,0
i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,1,0,0,0,0
i am a nameless mid s bottom law school graduate who finds himself marginally attached and awash in a sea of overeducated but underpaid indentured peers who feel and were duped by the promise of a better life through debt and modern chemistry,1,0,0,0,0
i truly feel what you all contribute to the blog world especially with regard to educating writers is so valuable,1,0,0,0,0
